Judul Berita,URL
['Sektor Informasi dan Komunikasi Penyangga Pertumbuhan Ekonomi di Masa Pandemi'],/play/kM6CQQ0Y-sektor-informasi-dan-komunikasi-penyangga-pertumbuhan-ekonomi-di-masa-pandemi
['Filipina Masuk Jurang Resesi Ekonomi'],/play/NnjCdd7p-filipina-masuk-jurang-resesi-ekonomi
['Filipina Masuk Jurang Resesi Ekonomi'],/play/N0BClllD-filipina-masuk-jurang-resesi-ekonomi
"['Ekonomi Indonesia Ada Harapan Membaik, IHSG Menguat']",/play/K5nC00Xg-ekonomi-indonesia-ada-harapan-membaik-ihsg-menguat
['Indonesia di Ambang Resesi Ekonomi?'],/play/NxGCyyAd-indonesia-di-ambang-resesi-ekonomi
"['Pertumbuhan Ekonomi Kuartal II/2020 Minus 5,32 Persen']",/play/NleC66Od-pertumbuhan-ekonomi-kuartal-ii-2020-minus-5-32-persen
['Proyeksi Pertumbuhan Ekonomi Indonesia di Kuartal II/2020'],/play/NA0C22wv-proyeksi-pertumbuhan-ekonomi-indonesia-di-kuartal-ii-2020
['IHSG Tertekan Buruknya Prospek Ekonomi Global'],/play/NnjCddg7-ihsg-tertekan-buruknya-prospek-ekonomi-global
['Realisasi Penyerapan Dana Pemulihan Ekonomi Baru Capai 19 Persen'],/play/NxGCyO82-realisasi-penyerapan-dana-pemulihan-ekonomi-baru-capai-19-persen
['Ekonomi Indonesia Diprediksi Cepat Pulih Setelah Tiongkok'],/play/bVDCQw90-ekonomi-indonesia-diprediksi-cepat-pulih-setelah-tiongkok
['Jokowi Minta APBN 2021 Fokus Percepatan Pemulihan Ekonomi'],/play/KvJCQYzl-jokowi-minta-apbn-2021-fokus-percepatan-pemulihan-ekonomi
['PT SMI Salurkan Pinjaman ke Daerah untuk Pemulihan Ekonomi'],/play/kBVCRj70-pt-smi-salurkan-pinjaman-ke-daerah-untuk-pemulihan-ekonomi
['Bappenas Tinjau Pemulihan Ekonomi Labuan Bajo'],/play/NrWCRlAq-bappenas-tinjau-pemulihan-ekonomi-labuan-bajo
['Ekonomi Indonesia Diproyeksi Membaik di Semester II 2020'],/play/bVDCQwEj-ekonomi-indonesia-diproyeksi-membaik-di-semester-ii-2020
['Ekonomi Korea Selatan Resesi'],/play/kWDCd9q9-ekonomi-korea-selatan-resesi
['Potensi Resesi Ekonomi Indonesia'],/play/NnjCd50M-potensi-resesi-ekonomi-indonesia
['Presiden Prediksi Ekonomi Kuartal II Merosot Hingga Minus 5 Persen'],/play/KRXCgGr1-presiden-prediksi-ekonomi-kuartal-ii-merosot-hingga-minus-5-persen
['Covid-19: Antara Kesehatan dan Ekonomi'],/play/b3JCVoL0-covid-19-antara-kesehatan-dan-ekonomi
"['Ekonomi Terdesak Pandemi, Pekerja Musik Temui Fraksi NasDem DPRD DKI Jakarta']",/play/KRXCgGwG-ekonomi-terdesak-pandemi-pekerja-musik-temui-fraksi-nasdem-dprd-dki-jakarta
['Kadin Sambut Baik Komite Penanganan Covid-19 dan Pemulihan Ekonomi Nasional'],/play/KvJCQYm8-kadin-sambut-baik-komite-penanganan-covid-19-dan-pemulihan-ekonomi-nasional
['Perbaikan Ekonomi di Masa Pandemi Covid-19'],/play/NLMCRjp2-perbaikan-ekonomi-di-masa-pandemi-covid-19
['Erick Thohir: Penanganan Covid-19 & Pemulihan Ekonomi Harus Beriringan'],/play/N6GC04dy-erick-thohir-penanganan-covid-19-pemulihan-ekonomi-harus-beriringan
['Tanda Perbaikan Ekonomi di Masa Pandemi Covid-19'],/play/NgxCr7Jp-tanda-perbaikan-ekonomi-di-masa-pandemi-covid-19
['Presiden Bentuk Tim Pemulihan Ekonomi'],/play/kELC8YP3-presiden-bentuk-tim-pemulihan-ekonomi
['Presiden Teken PP Penanganan Covid-19 dan Pemulihan Ekonomi Nasional'],/play/NLMCRj6P-presiden-teken-pp-penanganan-covid-19-dan-pemulihan-ekonomi-nasional
['Mengawal Stimulus Ekonomi untuk Cegah Resesi'],/play/NgxCr7O5-mengawal-stimulus-ekonomi-untuk-cegah-resesi
['Jalan Panjang Pemulihan Ekonomi Nasional'],/play/NOlCaG4O-jalan-panjang-pemulihan-ekonomi-nasional
['Covid-19 Tekan Pertumbuhan Ekonomi Indonesia'],/play/kM6CQzwx-covid-19-tekan-pertumbuhan-ekonomi-indonesia
['Bank Dunia Proyeksi Ekonomi Indonesia Tahun Ini Tidak Tumbuh'],/play/NP6CAjVl-bank-dunia-proyeksi-ekonomi-indonesia-tahun-ini-tidak-tumbuh
['Peran Bank dalam Pemulihan Ekonomi Nasional'],/play/NrWCRl4X-peran-bank-dalam-pemulihan-ekonomi-nasional
['Apindo Usul Pembentukan Gugus Tugas Pemulihan Ekonomi'],/play/KRXCgGR3-apindo-usul-pembentukan-gugus-tugas-pemulihan-ekonomi
['Bank Dunia: RI Hadapi Tantangan Pemulihan Ekonomi'],/play/NG9CaRnP-bank-dunia-ri-hadapi-tantangan-pemulihan-ekonomi
['Ekonomi Singapura Resesi'],/play/kBVCRj93-ekonomi-singapura-resesi
"['IMF Prediksi Ekonomi Timur Tengah akan Terkoreksi Hingga -5,7%']",/play/KRXCgGd9-imf-prediksi-ekonomi-timur-tengah-akan-terkoreksi-hingga-5-7
"[""'Gas dan Rem' Antara Ekonomi dan Kesehatan""]",/play/N0BClGEr-gas-dan-rem-antara-ekonomi-dan-kesehatan
['Peluang Ekonomi dari Sampah Plastik'],/play/bzGCpXJ5-peluang-ekonomi-dari-sampah-plastik
"['Jadi Penggerak Ekonomi, Presiden Dorong Jajarannya Percepat Belanja Pemerintah']",/play/kM6CQz1n-jadi-penggerak-ekonomi-presiden-dorong-jajarannya-percepat-belanja-pemerintah
['Peluang Ekonomi Daur Ulang Sampah Plastik'],/play/KdZCqO7M-peluang-ekonomi-daur-ulang-sampah-plastik
['Ekonomi Global Dorong IHSG dan Rupiah ke Zona Hijau'],/play/KZmCg01p-ekonomi-global-dorong-ihsg-dan-rupiah-ke-zona-hijau
"['Jaga Geliat Ekonomi Warga di Masa Pandemi, Wali Kota Semarang Resmikan Pasar Sehat']",/play/NG9Ca9qj-jaga-geliat-ekonomi-warga-di-masa-pandemi-wali-kota-semarang-resmikan-pasar-sehat
['IMF Revisi Proyeksi Ekonomi Dunia'],/play/NrWCRQrW-imf-revisi-proyeksi-ekonomi-dunia
"['Hadiri KTT ASEAN, Jokowi Usulkan ASEAN Travel Corridor Dorong Pemulihan Ekonomi']",/play/b2lCOoJX-hadiri-ktt-asean-jokowi-usulkan-asean-travel-corridor-dorong-pemulihan-ekonomi
['Perbaikan Ekonomi Melalui Kredit Perbankan'],/play/bVDCQ0nZ-perbaikan-ekonomi-melalui-kredit-perbankan
['Bedah Editorial MI: Menyelaraskan Kesehatan dan Ekonomi'],/play/koGCGy2O-bedah-editorial-mi-menyelaraskan-kesehatan-dan-ekonomi
['Menyelaraskan Kesehatan dan Ekonomi'],/play/KYVC6rMq-menyelaraskan-kesehatan-dan-ekonomi
['Ekonomi Digital Bangkitkan UMKM'],/play/NQAC3LZB-ekonomi-digital-bangkitkan-umkm
['Strategi Anies Pulihkan Ekonomi Jakarta di Masa Transisi'],/play/NrWCRQGA-strategi-anies-pulihkan-ekonomi-jakarta-di-masa-transisi
['Merancang Strategi Bangkitkan Ekonomi'],/play/NxGCyAXv-merancang-strategi-bangkitkan-ekonomi
['Indonesia Terpilih Jadi Anggota Dewan Ekonomi dan Sosial PBB'],/play/bzGCpneO-indonesia-terpilih-jadi-anggota-dewan-ekonomi-dan-sosial-pbb
['Indonesia Terpilih Jadi Anggota Dewan Ekonomi PBB'],/play/kBVCRw9X-indonesia-terpilih-jadi-anggota-dewan-ekonomi-pbb
['Pemulihan Ekonomi dari Covid-19'],/play/bmRCywe0-pemulihan-ekonomi-dari-covid-19
"['Hartuti, Pemberdaya Ekonomi Warga Sebira']",/play/b7WCOzYz-hartuti-pemberdaya-ekonomi-warga-sebira
['Sri Mulyani: Pemerintah Akan Efektifkan Berbagai Stimulus Ekonomi Akibat Pandemi Covid-19'],/play/b2lCOoOW-sri-mulyani-pemerintah-akan-efektifkan-berbagai-stimulus-ekonomi-akibat-pandemi-covid-19
"['Gelar Rapat Paripurna, DPR Bahas Ekonomi Makro dan Fiskal']",/play/KZmCgx8Y-gelar-rapat-paripurna-dpr-bahas-ekonomi-makro-dan-fiskal
['Perlambatan Ekonomi Akibat Covid-19 Berpotensi Menambah Pengangguran'],/play/KXyC0OdY-perlambatan-ekonomi-akibat-covid-19-berpotensi-menambah-pengangguran
['Ekonomi Indonesia Tercepat Pulih dari Dampak Pandemi Covid-19'],/play/N0BClO7y-ekonomi-indonesia-tercepat-pulih-dari-dampak-pandemi-covid-19
['New York Buka Kegiatan Ekonomi Fase Pertama'],/play/k8oC4e3P-new-york-buka-kegiatan-ekonomi-fase-pertama
['Pemulihan Ekonomi Indonesia Diramal Tercepat Kedua Setelah Tiongkok'],/play/NG9Ca9LO-pemulihan-ekonomi-indonesia-diramal-tercepat-kedua-setelah-tiongkok
['Anggaran Pemulihan Ekonomi Nasional Akibat Pandemi Dinilai Belum Cukup'],/play/NnjCdM9Y-anggaran-pemulihan-ekonomi-nasional-akibat-pandemi-dinilai-belum-cukup
['OECD Ramal Ekonomi Dunia Minus 6% di 2020'],/play/KvJCQ3AE-oecd-ramal-ekonomi-dunia-minus-6-di-2020
['Penguatan Ekonomi di Era Kebiasaan Baru'],/play/kpLCB95a-penguatan-ekonomi-di-era-kebiasaan-baru
"['PSBB Diperlonggar, BI Optimistis Ekonomi Nasional akan Pulih']",/play/Ky6CmZX6-psbb-diperlonggar-bi-optimistis-ekonomi-nasional-akan-pulih
['Pemerintah Diimbau Serius Tangani Dampak Ekonomi Covid-19'],/play/b7WCOa7r-pemerintah-diimbau-serius-tangani-dampak-ekonomi-covid-19
['Sejumlah Negara Kembali Hidupkan Kegiatan Ekonomi'],/play/KXyC0lE9-sejumlah-negara-kembali-hidupkan-kegiatan-ekonomi
['Jokowi Prioritaskan Proyek Strategis Nasional yang Pulihkan Ekonomi'],/play/NrWCR9B4-jokowi-prioritaskan-proyek-strategis-nasional-yang-pulihkan-ekonomi
['New Normal Dinilai akan Berdampak Positif pada Ekonomi'],/play/kqYCoBaP-new-normal-dinilai-akan-berdampak-positif-pada-ekonomi
['Melek Ekonomi Syariah (4)'],/play/kpLCB93n-melek-ekonomi-syariah-4
['Melek Ekonomi Syariah (3)'],/play/kELC8RMZ-melek-ekonomi-syariah-3
['Melek Ekonomi Syariah (2)'],/play/N4EC85Y6-melek-ekonomi-syariah-2
['Melek Ekonomi Syariah (1)'],/play/bJECzLl8-melek-ekonomi-syariah-1
['Skema Ekonomi dan Panduan New Normal'],/play/kpLCB9xE-skema-ekonomi-dan-panduan-new-normal
['Dana Pemulihan Ekonomi Bagi BUMN'],/play/bVDCQv2j-dana-pemulihan-ekonomi-bagi-bumn
['Sri Mulyani Ibaratkan Kesehatan & Ekonomi Seperti Bayi Kembar Siam'],/play/NA0C2wBZ-sri-mulyani-ibaratkan-kesehatan-ekonomi-seperti-bayi-kembar-siam
"['Kuartal I 2020, Ekonomi DKI Jakarta Tumbuh 5,06 Persen']",/play/NrWCR9lz-kuartal-i-2020-ekonomi-dki-jakarta-tumbuh-5-06-persen
"['Ekonomi Nasional Terdampak Covid-19, Rp 641 T untuk Pemulihannya']",/play/NnjCdZlX-ekonomi-nasional-terdampak-covid-19-rp-641-t-untuk-pemulihannya
['Potret Diplomasi Ekonomi'],/play/bD2CWayE-potret-diplomasi-ekonomi
"['Corona Menyebar, Ekonomi Ambyar']",/play/kWDCd4VR-corona-menyebar-ekonomi-ambyar
['Pasien Covid-19 di Ternate Kabur Karena Pikirkan Kebutuhan Ekonomi Keluarga'],/play/KRXCgqZq-pasien-covid-19-di-ternate-kabur-karena-pikirkan-kebutuhan-ekonomi-keluarga
['Sri Mulyani: e-Commerce Jadi Penyelamat Kegiatan Ekonomi saat Pandemi Covid-19'],/play/bw6C5Jre-sri-mulyani-e-commerce-jadi-penyelamat-kegiatan-ekonomi-saat-pandemi-covid-19
"['Selamatkan Ekonomi, Jokowi Serukan Beli Produk Lokal']",/play/NOlCaDXg-selamatkan-ekonomi-jokowi-serukan-beli-produk-lokal
['Dampak Sosial Ekonomi Pandemi Covid-19'],/play/bD2CWxVn-dampak-sosial-ekonomi-pandemi-covid-19
['UU Corona dan Ekonomi Indonesia'],/play/k8oC4nM3-uu-corona-dan-ekonomi-indonesia
['Pemerintah Anggarkan Rp318 Triliun untuk Program Pemulihan Ekonomi Nasional'],/play/NLMCR9v8-pemerintah-anggarkan-rp318-triliun-untuk-program-pemulihan-ekonomi-nasional
['Ancaman Kejahatan Siber dan Ekonomi Digital'],/play/kM6CQ3Pe-ancaman-kejahatan-siber-dan-ekonomi-digital
['Dilema Covid-19 dan Ekonomi'],/play/NP6CAyo2-dilema-covid-19-dan-ekonomi
"['Skenario Sangat Berat Sekali, Indef: Ekonomi RI Akhir 2020 Minus 0,26 Persen']",/play/b7WCOEjm-skenario-sangat-berat-sekali-indef-ekonomi-ri-akhir-2020-minus-0-26-persen
['Indef Susun 3 Skenario Pertumbuhan Ekonomi Indonesia di Masa Pandemi'],/play/b2lCOvLE-indef-susun-3-skenario-pertumbuhan-ekonomi-indonesia-di-masa-pandemi
['Covid-19 Tekan Pertumbuhan Ekonomi Indonesia'],/play/kewCXL2l-covid-19-tekan-pertumbuhan-ekonomi-indonesia
['Lumbung Sembako untuk Warga Kesulitan Ekonomi'],/play/bD2CWxRa-lumbung-sembako-untuk-warga-kesulitan-ekonomi
['Trump Putuskan Buka Aktivitas Ekonomi AS'],/play/NG9Cargd-trump-putuskan-buka-aktivitas-ekonomi-as
"['BPS: Pertumbuhan Ekonomi RI Kuartal I Hanya 2,97%']",/play/NxGCy30L-bps-pertumbuhan-ekonomi-ri-kuartal-i-hanya-2-97
['Menaker Janjikan Stimulus Ekonomi untuk Perusahaan yang Tidak Lakukan PHK'],/play/N4EC8G4m-menaker-janjikan-stimulus-ekonomi-untuk-perusahaan-yang-tidak-lakukan-phk
['Pemerintah Segera Implementasikan Paket Stimulus Ekonomi untuk Cegah PHK'],/play/bw6C5JYX-pemerintah-segera-implementasikan-paket-stimulus-ekonomi-untuk-cegah-phk
['Sri Mulyani Yakini Ekonomi Indonesia Kembali Pulih 2021'],/play/bVDCQla7-sri-mulyani-yakini-ekonomi-indonesia-kembali-pulih-2021
['Indonesia Siapkan Kebijakan Ekonomi 2020 dan 2021'],/play/bw6C5Z4o-indonesia-siapkan-kebijakan-ekonomi-2020-dan-2021
['Kebijakan Ekonomi Saat Pandemi Covid-19'],/play/NLMCRY6R-kebijakan-ekonomi-saat-pandemi-covid-19
['Dampak Ekonomi Pandemi Covid-19'],/play/NP6CAg1r-dampak-ekonomi-pandemi-covid-19
['BI Paparkan Perkembangan Ekonomi Terkini'],/play/b2lCOE67-bi-paparkan-perkembangan-ekonomi-terkini
['Aktivitas Ekonomi Warga di Purwakarta Terhambat Akibat Jembatan Ambruk'],/play/N4EC8q56-aktivitas-ekonomi-warga-di-purwakarta-terhambat-akibat-jembatan-ambruk
"['Masih Kaji Dampak Ekonomi, Penghentian Operasional Bus Ditunda']",/play/KdZCqmmd-masih-kaji-dampak-ekonomi-penghentian-operasional-bus-ditunda
['Pemberian Insentif Bantu Ekonomi Masyarakat'],/play/kWDCd7Vz-pemberian-insentif-bantu-ekonomi-masyarakat
['Indonesia Townhall - Kendali Ekonomi Melawan Covid-19 (8)'],/play/b2lCOE88-indonesia-townhall-kendali-ekonomi-melawan-covid-19-8
['Indonesia Townhall - Kendali Ekonomi Melawan Covid-19 (7)'],/play/NrWCRdaa-indonesia-townhall-kendali-ekonomi-melawan-covid-19-7
['Indonesia Townhall - Kendali Ekonomi Melawan Covid-19 (6)'],/play/KRXCgnZL-indonesia-townhall-kendali-ekonomi-melawan-covid-19-6
['Indonesia Townhall - Kendali Ekonomi Melawan Covid-19 (5)'],/play/NxGCyvrZ-indonesia-townhall-kendali-ekonomi-melawan-covid-19-5
['Indonesia Townhall - Kendali Ekonomi Melawan Covid-19 (4)'],/play/NA0C2A0P-indonesia-townhall-kendali-ekonomi-melawan-covid-19-4
['Indonesia Townhall - Kendali Ekonomi Melawan Covid-19 (3)'],/play/K5nC0DeV-indonesia-townhall-kendali-ekonomi-melawan-covid-19-3
['Indonesia Townhall - Kendali Ekonomi Melawan Covid-19 (2)'],/play/b3JCVE4w-indonesia-townhall-kendali-ekonomi-melawan-covid-19-2
['Indonesia Townhall - Kendali Ekonomi Melawan Covid-19 (1)'],/play/kewCXxp9-indonesia-townhall-kendali-ekonomi-melawan-covid-19-1
['Insentif Ekonomi Dampak Covid-19'],/play/KXyC0X2y-insentif-ekonomi-dampak-covid-19
['Kebijakan Ekonomi Tangkal Dampak Covid-19 untuk UMKM dan Pekerja Informal'],/play/bJECzVyV-kebijakan-ekonomi-tangkal-dampak-covid-19-untuk-umkm-dan-pekerja-informal
['Kebijakan Jokowi Jaga Ekonomi Masyarakat di Tengah Covid-19'],/play/KvJCQpx6-kebijakan-jokowi-jaga-ekonomi-masyarakat-di-tengah-covid-19
['Pemerintah Keluarkan  Stimulus Ekonomi Hadapi Dampak Covid-19'],/play/bD2CWADE-pemerintah-keluarkan-stimulus-ekonomi-hadapi-dampak-covid-19
['Menjaga Ekonomi RI di Tengah Pandemi Covid-19'],/play/k8oC4wEy-menjaga-ekonomi-ri-di-tengah-pandemi-covid-19
['Bedah Editorial MI: Kolaborasi Atasi Dampak Ekonomi'],/play/NQAC3Var-bedah-editorial-mi-kolaborasi-atasi-dampak-ekonomi
['Kolaborasi Atasi Dampak Ekonomi'],/play/b3JCVEDl-kolaborasi-atasi-dampak-ekonomi
"['Antisipasi Dampak Ekonomi Virus Corona, Aturan NPL Dilonggarkan']",/play/bVDCQJGA-antisipasi-dampak-ekonomi-virus-corona-aturan-npl-dilonggarkan
['Ekonomi di Tengah Pandemi (4)'],/play/bJECzVAj-ekonomi-di-tengah-pandemi-4
['Ekonomi di Tengah Pandemi (3)'],/play/Ky6CmRd1-ekonomi-di-tengah-pandemi-3
['Ekonomi di Tengah Pandemi (2)'],/play/NG9CaEB3-ekonomi-di-tengah-pandemi-2
['Ekonomi di Tengah Pandemi (1)'],/play/N0BClxar-ekonomi-di-tengah-pandemi-1
['Antisipasi Resesi Ekonomi Ditengah Covid-19'],/play/KYVC6RPJ-antisipasi-resesi-ekonomi-ditengah-covid-19
['Kadin Meragukan Stimulus Ekonomi Jilid 2 Tepat Sasaran'],/play/NOlCa2Ay-kadin-meragukan-stimulus-ekonomi-jilid-2-tepat-sasaran
['Mengantisipasi Dampak Virus Corona Terhadap Ekonomi Dunia'],/play/NA0C2AE6-mengantisipasi-dampak-virus-corona-terhadap-ekonomi-dunia
['Aktivitas Ekonomi di Tiongkok Mulai Menggeliat'],/play/bVDCQJOg-aktivitas-ekonomi-di-tiongkok-mulai-menggeliat
['Rencana Stimulus Ekonomi Jilid II'],/play/bzGCpJp8-rencana-stimulus-ekonomi-jilid-ii
['Kebijakan Sejumlah Negara Mengantisipasi Dampak Ekonomi Akibat Virus Corona'],/play/KZmCgexJ-kebijakan-sejumlah-negara-mengantisipasi-dampak-ekonomi-akibat-virus-corona
['Indonesia-Belanda Perkuat Kerja Sama Ekonomi dan Bisnis'],/play/kBVCREe4-indonesia-belanda-perkuat-kerja-sama-ekonomi-dan-bisnis
"['Ekonomi RI Diprediksi Terkoreksi 0,6% Akibat Corona']",/play/bw6C5WJg-ekonomi-ri-diprediksi-terkoreksi-0-6-akibat-corona
['Dampak Virus Corona pada Ekonomi Global'],/play/kM6CQy8V-dampak-virus-corona-pada-ekonomi-global
['Pemerintah Tambah Hari Libur dan Cuti Bersama Demi Dongkrak Ekonomi'],/play/KYVC6RgQ-pemerintah-tambah-hari-libur-dan-cuti-bersama-demi-dongkrak-ekonomi
"[""Moody's Pangkas Proyeksi Pertumbuhan Ekonomi RI Jadi 4,8 Persen""]",/play/KXyC0Xdr-moody-s-pangkas-proyeksi-pertumbuhan-ekonomi-ri-jadi-4-8-persen
['Jokowi Optimis Omnibus Law Cipta Kerja Pacu Pertumbuhan Ekonomi'],/play/NG9CaEAj-jokowi-optimis-omnibus-law-cipta-kerja-pacu-pertumbuhan-ekonomi
['Dampak Ekonomi Virus Corona Dinilai Lebih Serius Dibanding Krisis Ekonomi 2008'],/play/b3JCVEZE-dampak-ekonomi-virus-corona-dinilai-lebih-serius-dibanding-krisis-ekonomi-2008
['Gotong Royong Bangun Ekonomi Indonesia'],/play/NgxCr5nd-gotong-royong-bangun-ekonomi-indonesia
['Hadang Dampak Ekonomi Akibat Corona'],/play/b7WCOlvv-hadang-dampak-ekonomi-akibat-corona
['Dampak dan Peluang Ekonomi Akibat Corona'],/play/b2lCOzQ2-dampak-dan-peluang-ekonomi-akibat-corona
['Pemerintah Keluarkan Insentif Ekonomi Redam Dampak Virus Corona'],/play/NP6CAeaQ-pemerintah-keluarkan-insentif-ekonomi-redam-dampak-virus-corona
['Perlambatan Ekonomi Dunia Pengaruhi Melemahnya IHSG dan Rupiah'],/play/N9nCvqBZ-perlambatan-ekonomi-dunia-pengaruhi-melemahnya-ihsg-dan-rupiah
['Jokowi Siapkan Kebijakan Ekonomi Atasi Dampak Covid-19'],/play/kM6CQ1Wp-jokowi-siapkan-kebijakan-ekonomi-atasi-dampak-covid-19
['Peran Besar UMKM Pertumbuhan Bagi Ekonomi'],/play/kWDCdPWZ-peran-besar-umkm-pertumbuhan-bagi-ekonomi
"['Pertumbuhan Ekonomi Global Melambat,  BI Pangkas Suku Bunga Acuan Menjadi 4,75%']",/play/NOlCaZgJ-pertumbuhan-ekonomi-global-melambat-bi-pangkas-suku-bunga-acuan-menjadi-4-75
['Dampak Virus Corona ke Ekonomi RI'],/play/KXyC0d6w-dampak-virus-corona-ke-ekonomi-ri
"['Economic Challenges - Inflasi Rendah, Ekonomi Bermasalah?']",/play/KZmCgjex-economic-challenges-inflasi-rendah-ekonomi-bermasalah
"['Upah Ditentukan Oleh Pertumbuhan Ekonomi Daerah, Ini Penjelasan Istana']",/play/kELC8g6A-upah-ditentukan-oleh-pertumbuhan-ekonomi-daerah-ini-penjelasan-istana
['Memacu Diplomasi Ekonomi Indonesia'],/play/kqYCome0-memacu-diplomasi-ekonomi-indonesia
['IA-CEPA Perkuat Ekonomi Indonesia-Australia'],/play/k8oC4GM6-ia-cepa-perkuat-ekonomi-indonesia-australia
['Ekonomi Tiongkok Diyakini Akan Cepat Bangkit'],/play/NG9Ca2XG-ekonomi-tiongkok-diyakini-akan-cepat-bangkit
['Kompensasi Dampak Ekonomi Virus Corona'],/play/NxGCyoMg-kompensasi-dampak-ekonomi-virus-corona
['Dampak Buruk Virus Corona Bagi Ekonomi Indonesia'],/play/NgxCrxgz-dampak-buruk-virus-corona-bagi-ekonomi-indonesia
['Langkah Pemerintah Lindungi Ekonomi RI dari Risiko Perlambatan'],/play/bw6C5aE2-langkah-pemerintah-lindungi-ekonomi-ri-dari-risiko-perlambatan
"['Pemerintah Optimis Pertumbuhan Ekonomi RI 2020 Capai 5,3 Persen']",/play/KRXCg4wm-pemerintah-optimis-pertumbuhan-ekonomi-ri-2020-capai-5-3-persen
['Dampak Ekonomi Penyebaran Virus Corona'],/play/KRXCg499-dampak-ekonomi-penyebaran-virus-corona
['Ekonomi Indonesia 2020 Diprediksi Melambat'],/play/kBVCRy13-ekonomi-indonesia-2020-diprediksi-melambat
['Cegah Dampak Ekonomi Virus Corona (4)'],/play/NnjCdrLz-cegah-dampak-ekonomi-virus-corona-4
['Cegah Dampak Ekonomi Virus Corona (3)'],/play/KvJCQloG-cegah-dampak-ekonomi-virus-corona-3
['Cegah Dampak Ekonomi Virus Corona (2)'],/play/NleC6M15-cegah-dampak-ekonomi-virus-corona-2
['Cegah Dampak Ekonomi Virus Corona (1)'],/play/koGCG4zn-cegah-dampak-ekonomi-virus-corona-1
['Bedah Editorial MI: Kelola Dampak Ekonomi Virus Corona'],/play/KXyC0pBV-bedah-editorial-mi-kelola-dampak-ekonomi-virus-corona
['Kelola Dampak Ekonomi Virus Corona'],/play/kpLCBAl7-kelola-dampak-ekonomi-virus-corona
['Dampak Ekonomi Pasca-Wabah Virus Corona'],/play/bJECz51d-dampak-ekonomi-pasca-wabah-virus-corona
"['BPS: Pertumbuhan Ekonomi Indonesia 2019 Capai 5,02 Persen']",/play/Ky6Cme5o-bps-pertumbuhan-ekonomi-indonesia-2019-capai-5-02-persen
['Menghitung Dampak Ekonomi Penutupan Penerbangan Tiongkok'],/play/kqYComxn-menghitung-dampak-ekonomi-penutupan-penerbangan-tiongkok
['Virus Corona Ikut Ancam Ekonomi Indonesia'],/play/bVDCQrgr-virus-corona-ikut-ancam-ekonomi-indonesia
['Menghitung Dampak Ekonomi dari Penyebaran Virus Corona'],/play/kBVCRyjL-menghitung-dampak-ekonomi-dari-penyebaran-virus-corona
['Pertumbuhan Ekonomi Indonesia Diyakini Jauh dari Resesi'],/play/NQAC36nx-pertumbuhan-ekonomi-indonesia-diyakini-jauh-dari-resesi
['Dampak Ekonomi Wabah Virus Corona di Indonesia'],/play/kM6CQEvn-dampak-ekonomi-wabah-virus-corona-di-indonesia
['Gubernur NTT Ajak Pimpinan Indonesia Timur Bersatu Membangun Budaya dan Ekonomi Daerah'],/play/bmRCy9wL-gubernur-ntt-ajak-pimpinan-indonesia-timur-bersatu-membangun-budaya-dan-ekonomi-daerah
"['Aceh, Magnet Baru Ekonomi Dunia']",/play/NgxCrxxX-aceh-magnet-baru-ekonomi-dunia
['Dampak Virus Corona pada Ekonomi Global'],/play/bmRCy9Z1-dampak-virus-corona-pada-ekonomi-global
['Beragam Aksesoris Tali Bernilai Ekonomi Tinggi'],/play/b3JCVROr-beragam-aksesoris-tali-bernilai-ekonomi-tinggi
"['Kembangkan Ekonomi Kreatif, Pemkab Bone Bolango Gandeng Milenial']",/play/kj2C1apz-kembangkan-ekonomi-kreatif-pemkab-bone-bolango-gandeng-milenial
"[""100 Hari Jokowi-Ma'ruf: Evaluasi Kinerja Bidang Ekonomi dan Investasi (4)""]",/play/NrWCRM76-100-hari-jokowi-ma-ruf-evaluasi-kinerja-bidang-ekonomi-dan-investasi-4
"[""100 Hari Jokowi-Ma'ruf: Evaluasi Kinerja Bidang Ekonomi dan Investasi (3)""]",/play/NxGCyq8L-100-hari-jokowi-ma-ruf-evaluasi-kinerja-bidang-ekonomi-dan-investasi-3
"[""100 Hari Jokowi-Ma'ruf: Evaluasi Kinerja Bidang Ekonomi dan Investasi (2)""]",/play/K5nC0pdZ-100-hari-jokowi-ma-ruf-evaluasi-kinerja-bidang-ekonomi-dan-investasi-2
"[""100 Hari Jokowi-Ma'ruf: Evaluasi Kinerja Bidang Ekonomi dan Investasi (1)""]",/play/b3JCVOaD-100-hari-jokowi-ma-ruf-evaluasi-kinerja-bidang-ekonomi-dan-investasi-1
['Pemkab Bone Bolango Rangkul Generasi Milenial Kembangkan Ekonomi Kreatif'],/play/N9nCv7gq-pemkab-bone-bolango-rangkul-generasi-milenial-kembangkan-ekonomi-kreatif
['5 Prioritas Jokowi untuk Pembangunan Ekonomi'],/play/NA0C26P8-5-prioritas-jokowi-untuk-pembangunan-ekonomi
['BKPM Optimis Pertumbuhan Ekonomi 2020 Capai Target'],/play/KRXCg3A0-bkpm-optimis-pertumbuhan-ekonomi-2020-capai-target
['Mengukur Capaian Ekonomi 100 Hari Jokowi-Maruf Amin (2)'],/play/bJECzR8O-mengukur-capaian-ekonomi-100-hari-jokowi-maruf-amin-2
